logFC	Gene.symbol	Gene.title
-0,85	CCDC69	coiled-coil domain containing 69
-1222286,00	WASF3	WAS protein family member 3
-14725427,00	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
-29895493,00	SFTPC	surfactant protein C
-0,52		
-0,75	PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3	protocadherin gamma subfamily A
-0,66	EHD2	EH domain containing 2
-0,66	RBMS3	RNA binding motif single stranded interacting protein 3
-12491328,00	ITGA8	integrin subunit alpha 8
-0,76	EHD2	EH domain containing 2
-13320513,00	ETS2	ETS proto-oncogene 2
-0,87	RASSF2	Ras association domain family member 2
-10856126,00	RTN1	reticulon 1
-11942553,00	RCAN1	regulator of calcineurin 1
-11590903,00	COL13A1	collagen type XIII alpha 1 chain
-0,93	TJP1	tight junction protein 1
-0,62	B4GAT1	beta-1
-0,62	KANSL1L	KAT8 regulatory NSL complex subunit 1 like
-0,67	VPS13D	vacuolar protein sorting 13 homolog D
-0,95	CCND2	cyclin D2
-11373225,00	COLEC12	collectin subfamily member 12
-0,90	SAP18	Sin3A associated protein 18
-1390555,00	TIMP3	TIMP metallopeptidase inhibitor 3
-0,53	PTPN21	protein tyrosine phosphatase
-0,58	TBC1D2B	TBC1 domain family member 2B
-15721431,00	SLC6A4	solute carrier family 6 member 4
-0,73	GPD1	glycerol-3-phosphate dehydrogenase 1
-0,83	FYN	FYN proto-oncogene
-0,75	PLCE1	phospholipase C epsilon 1
-0,44	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit
-0,84	EGFL7	EGF like domain multiple 7
-0,61	SPOCK2	sparc/osteonectin
-0,63		
-10538419,00	NPR3	natriuretic peptide receptor 3
-0,45	CTIF	cap binding complex dependent translation initiation factor
-1,00	TCF4	transcription factor 4
-13026259,00	MYLK	myosin light chain kinase
-14218198,00	MYL9	myosin light chain 9
-11714508,00	F8	coagulation factor VIII
-0,66	MIR6883///PER1	microRNA 6883///period circadian clock 1
-0,44	IFFO1	intermediate filament family orphan 1
-0,75	CDH13	cadherin 13
-13125283,00	PLSCR4	phospholipid scramblase 4
-11885269,00	DOCK9	dedicator of cytokinesis 9
-0,74	SERPINB6	serpin family B member 6
-0,89	AOX1	aldehyde oxidase 1
-11770933,00	LAMA4	laminin subunit alpha 4
-0,75	FOXO1	forkhead box O1
-0,77	GPER1	G protein-coupled estrogen receptor 1
-14236003,00	PTGER4	prostaglandin E receptor 4
-0,52	PZP	PZP
-0,55	STX2	syntaxin 2
-0,68	CRBN	cereblon
-1,00	DKK2	dickkopf WNT signaling pathway inhibitor 2
-0,96	CSF3R	colony stimulating factor 3 receptor
-10034144,00	TCF4	transcription factor 4
-0,57	KIF1C	kinesin family member 1C
-0,65	LINC01140	long intergenic non-protein coding RNA 1140
-0,53	IL3RA	interleukin 3 receptor subunit alpha
-0,78	IL11RA	interleukin 11 receptor subunit alpha
-0,74	MAP4	microtubule associated protein 4
-0,85	MARC2	mitochondrial amidoxime reducing component 2
-0,72	WWC3	WWC family member 3
-0,84	FYN	FYN proto-oncogene
-0,53	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit
-0,69	GNA11	G protein subunit alpha 11
-0,70	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1
-0,78	LONRF1	LON peptidase N-terminal domain and ring finger 1
-0,52	IFFO1	intermediate filament family orphan 1
-18963266,00	LOC100653057///CES1	liver carboxylesterase 1-like///carboxylesterase 1
-11781468,00	CDKN1C	cyclin dependent kinase inhibitor 1C
-13076999,00	ZBED2	zinc finger BED-type containing 2
-15472184,00	NDNF	neuron derived neurotrophic factor
-0,98	ZEB1	zinc finger E-box binding homeobox 1
-10141646,00	ADGRL4	adhesion G protein-coupled receptor L4
-0,54	ZZEF1	zinc finger ZZ-type and EF-hand domain containing 1
-0,51	MOCS1	molybdenum cofactor synthesis 1
-10051869,00	TCF4	transcription factor 4
-0,59	PDE3B	phosphodiesterase 3B
-1030654,00	TCF4	transcription factor 4
-11384842,00	CAPN3	calpain 3
-0,42	IQSEC1	IQ motif and Sec7 domain 1
-0,94	GIMAP4	GTPase
-0,66	FAM184A	family with sequence similarity 184 member A
-0,94	ZNF331	zinc finger protein 331
-0,42	DENND2A	DENN domain containing 2A
-10224078,00	RUFY2	RUN and FYVE domain containing 2
-1224384,00	PTCH1	patched 1
-0,53	ZHX3	zinc fingers and homeoboxes 3
-11742901,00	C5AR1	complement component 5a receptor 1
-0,76	SLC31A2	solute carrier family 31 member 2
-10080723,00	KAT2B	lysine acetyltransferase 2B
-11555194,00	MME	membrane metallo-endopeptidase
-0,96	TCF4	transcription factor 4
-0,63	ZMIZ1	zinc finger MIZ-type containing 1
-0,48	ZDHHC14	zinc finger DHHC-type containing 14
-0,90	SMARCA2	SWI/SNF related
-14649922,00	NEDD9	neural precursor cell expressed
-0,94	GABARAPL3///GABARAPL1	GABA type A receptor associated protein like 3 pseudogene///GABA type A receptor associated protein like 1
-0,57	LINC00597	long intergenic non-protein coding RNA 597
-0,90	PIAS1	protein inhibitor of activated STAT 1
-14061456,00	AGTR2	angiotensin II receptor type 2
-1077025,00	ADCY9	adenylate cyclase 9
-0,91	SEPP1	selenoprotein P
-11949849,00	KLF6	Kruppel like factor 6
-0,55	PDS5B	PDS5 cohesin associated factor B
-0,55	STAT5B	signal transducer and activator of transcription 5B
-0,92	SULT1A1	sulfotransferase family 1A member 1
-0,48	MSR1	macrophage scavenger receptor 1
-0,64	HIF3A	hypoxia inducible factor 3 alpha subunit
-0,76	PLCE1	phospholipase C epsilon 1
-0,58	RXRA	retinoid X receptor alpha
-0,54	PIAS1	protein inhibitor of activated STAT 1
-15233435,00	FABP5	fatty acid binding protein 5
-0,71	H2AFJ	H2A histone family member J
-0,62	MINK1	misshapen like kinase 1
-14022588,00	EFEMP1	EGF containing fibulin like extracellular matrix protein 1
-0,61	GIPC2	GIPC PDZ domain containing family member 2
-0,83	SELPLG	selectin P ligand
-0,44	NTRK3	neurotrophic receptor tyrosine kinase 3
-0,77	PKNOX2	PBX/knotted 1 homeobox 2
-12056826,00	EFNB2	ephrin B2
-0,86	CSRP1	cysteine and glycine rich protein 1
-0,86	PLA2G4C	phospholipase A2 group IVC
-1557028,00	CD52	CD52 molecule
-0,80	TRAK2	trafficking kinesin protein 2
-12280952,00	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2
-0,46	KIAA0040	KIAA0040
-0,87	N4BP2L1	NEDD4 binding protein 2 like 1
-0,90	ZCCHC24	zinc finger CCHC-type containing 24
-0,77	DIAPH2	diaphanous related formin 2
-0,73	EPB41L2	erythrocyte membrane protein band 4.1 like 2
-10557122,00	SYNE1	spectrin repeat containing nuclear envelope protein 1
-0,44	PITPNA	phosphatidylinositol transfer protein alpha
-0,79	IL18R1	interleukin 18 receptor 1
-0,57	NDRG2	NDRG family member 2
-0,99	CCDC68	coiled-coil domain containing 68
-10343103,00	CNN1	calponin 1
-13580107,00	SOCS2	suppressor of cytokine signaling 2
-10234868,00	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4
-0,56	NTRK3	neurotrophic receptor tyrosine kinase 3
-0,56	MAPRE2	microtubule associated protein RP/EB family member 2
-11481407,00	ZEB2	zinc finger E-box binding homeobox 2
-0,54	CSPG4	chondroitin sulfate proteoglycan 4
-0,59	DOCK6	dedicator of cytokinesis 6
-0,57	LRRFIP1	LRR binding FLII interacting protein 1
-0,91	AGTR2	angiotensin II receptor type 2
-18475569,00	AQP1	aquaporin 1 (Colton blood group)
-0,94	MAOB	monoamine oxidase B
-11344714,00	NRGN	neurogranin
-0,75	DAPK2	death associated protein kinase 2
-12920889,00	CD52	CD52 molecule
-0,64	JUND	JunD proto-oncogene
-0,67	CCL23	C-C motif chemokine ligand 23
-10346883,00	EOGT	EGF domain specific O-linked N-acetylglucosamine transferase
-0,49	NCOA1	nuclear receptor coactivator 1
-0,48	IFT88	intraflagellar transport 88
-0,35	AGTPBP1	ATP/GTP binding protein 1
-0,94	CCDC102B	coiled-coil domain containing 102B
-0,49	KIAA0513	KIAA0513
-0,72	GPRASP1	G protein-coupled receptor associated sorting protein 1
-0,37	KAZN	kazrin
-0,55	AHNAK	AHNAK nucleoprotein
-0,56	DST	dystonin
-0,50	PDGFB	platelet derived growth factor subunit B
-11831322,00	RPS6KA2	ribosomal protein S6 kinase A2
-0,69	EPS15	epidermal growth factor receptor pathway substrate 15
-17918497,00	ALDH1A1	aldehyde dehydrogenase 1 family member A1
-14052995,00	IL7R	interleukin 7 receptor
-0,97	MAL	mal
-0,46	ABHD6	abhydrolase domain containing 6
-0,74	APBB2	amyloid beta precursor protein binding family B member 2
-0,52	ADGRB3	adhesion G protein-coupled receptor B3
-0,51	RMDN3	regulator of microtubule dynamics 3
-11104725,00	SLC15A2	solute carrier family 15 member 2
-0,81	PDLIM1	PDZ and LIM domain 1
-118476,00	GPRC5A	G protein-coupled receptor class C group 5 member A
-0,55	ACE	angiotensin I converting enzyme
-10829065,00	ID3	inhibitor of DNA binding 3
-0,85		
-11309469,00	HEY1	hes related family bHLH transcription factor with YRPW motif 1
-0,50	ODAM	odontogenic
-0,75	APOL3	apolipoprotein L3
-0,60	ADD1	adducin 1
-0,54	GNA11	G protein subunit alpha 11
-0,33	FBXO42	F-box protein 42
-12260771,00	PHACTR2	phosphatase and actin regulator 2
-10331448,00	ECM2	extracellular matrix protein 2
-10099932,00	WWTR1	WW domain containing transcription regulator 1
-15720617,00	MRC1	mannose receptor
-10563572,00	LMO7	LIM domain 7
-13584744,00	APOLD1	apolipoprotein L domain containing 1
-0,81	CYP27A1	cytochrome P450 family 27 subfamily A member 1
-0,45	DOCK6	dedicator of cytokinesis 6
-0,44	APBB2	amyloid beta precursor protein binding family B member 2
-0,82	NCALD	neurocalcin delta
-1005383,00	FAM105A	family with sequence similarity 105 member A
-12445021,00	HEY1	hes related family bHLH transcription factor with YRPW motif 1
-0,79	FAT4	FAT atypical cadherin 4
-0,59	NFATC1	nuclear factor of activated T-cells 1
-0,74	TM6SF1	transmembrane 6 superfamily member 1
-10308905,00	OGN	osteoglycin
-0,75	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)
-10248783,00	RAPGEF5	Rap guanine nucleotide exchange factor 5
-1379801,00	ACKR1	atypical chemokine receptor 1 (Duffy blood group)
-0,45	ARHGEF17	Rho guanine nucleotide exchange factor 17
-10269301,00	SLK	STE20 like kinase
-0,83	SULT1A1	sulfotransferase family 1A member 1
-0,57	CPT1A	carnitine palmitoyltransferase 1A
-11048918,00	MEIS2	Meis homeobox 2
-0,72	SLC7A7	solute carrier family 7 member 7
-0,76	FOXO3	forkhead box O3
-0,55	CARD8	caspase recruitment domain family member 8
-0,67	DCHS1	dachsous cadherin-related 1
-0,50	GPD1	glycerol-3-phosphate dehydrogenase 1
-0,75	KLF11	Kruppel like factor 11
-0,91	FRMD4B	FERM domain containing 4B
-1165305,00	HLF	HLF
-0,87	ID2	inhibitor of DNA binding 2
-0,71	FRY	FRY microtubule binding protein
-0,70	CTDSPL	CTD small phosphatase like
-0,83	SMAD7	SMAD family member 7
-20609335,00	SFTPB	surfactant protein B
-0,61	KCNAB1	potassium voltage-gated channel subfamily A member regulatory beta subunit 1
-0,62	NR3C1	nuclear receptor subfamily 3 group C member 1
-0,73	SOD3	superoxide dismutase 3
-0,87	CELF2	CUGBP
-0,84	LOC101926921///DAB2	uncharacterized LOC101926921///DAB2
-0,67	DAAM2	dishevelled associated activator of morphogenesis 2
-14426591,00	FBLN1	fibulin 1
-0,90	UNC13B	unc-13 homolog B
-0,53	ZCCHC2	zinc finger CCHC-type containing 2
-0,89	DAPK1	death associated protein kinase 1
-0,80	HLA-E	major histocompatibility complex
-0,71	GABARAPL1	GABA type A receptor associated protein like 1
-0,55	VAMP3	vesicle associated membrane protein 3
-0,87	TNFSF12-TNFSF13///TNFSF13	TNFSF12-TNFSF13 readthrough///tumor necrosis factor superfamily member 13
-11852351,00	PCYOX1	prenylcysteine oxidase 1
-0,68	TMEM140	transmembrane protein 140
-0,89	MS4A2	membrane spanning 4-domains A2
-0,89	PLCB4	phospholipase C beta 4
-0,48	RABGAP1	RAB GTPase activating protein 1
-0,84	COL4A3	collagen type IV alpha 3 chain
-0,59	EHD1	EH domain containing 1
-0,72	CCRL2	C-C motif chemokine receptor like 2
-0,73	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4
-0,55	YPEL5	yippee like 5
-14471107,00	ALOX5	arachidonate 5-lipoxygenase
-0,62	GGA2	golgi associated
-0,66		
-0,75	SACM1L	SAC1 suppressor of actin mutations 1-like (yeast)
-1773518,00	COL4A3	collagen type IV alpha 3 chain
-0,69	NR3C1	nuclear receptor subfamily 3 group C member 1
-0,88	TNFSF13	tumor necrosis factor superfamily member 13
-0,97	NFKBIA	NFKB inhibitor alpha
-12949317,00	MSR1	macrophage scavenger receptor 1
-10619784,00	NEDD9	neural precursor cell expressed
-0,34	MYCT1	myc target 1
-11584427,00	PLAGL1	PLAG1 like zinc finger 1
-0,67	ATP10A	ATPase phospholipid transporting 10A (putative)
-0,40	RYR2	ryanodine receptor 2
-1563923,00	OLR1	oxidized low density lipoprotein receptor 1
-0,59	ADIPOR2	adiponectin receptor 2
-0,65	HPS5	HPS5
-0,86	FAXDC2	fatty acid hydroxylase domain containing 2
-0,82	CIRBP	cold inducible RNA binding protein
-0,60	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha
-12896866,00	PLAGL1	PLAG1 like zinc finger 1
-0,50	CYB5R3	cytochrome b5 reductase 3
-0,50	CRY2	cryptochrome circadian clock 2
-14873905,00	RBP4	retinol binding protein 4
-0,75	LEPROT///LEPR	leptin receptor overlapping transcript///leptin receptor
-0,45	NISCH	nischarin
-0,57	BCL2L2	BCL2 like 2
-0,73	SLCO2B1	solute carrier organic anion transporter family member 2B1
-0,45	PTPN1	protein tyrosine phosphatase
-0,62	CCSER2	coiled-coil serine rich protein 2
-0,80	LOC100507577///LONP2	uncharacterized LOC100507577///lon peptidase 2
-0,71	PDE8B	phosphodiesterase 8B
-0,68	CHN1	chimerin 1
-14495895,00	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1
-10046815,00	MYRF	myelin regulatory factor
-18140606,00	SLPI	secretory leukocyte peptidase inhibitor
-0,83	FERMT2	fermitin family member 2
-13613336,00	AQP4	aquaporin 4
-0,59	CD81	CD81 molecule
-0,80	FBLN1	fibulin 1
-0,50	GGA2	golgi associated
-0,40	MVB12B	multivesicular body subunit 12B
-0,53	STK10	serine/threonine kinase 10
-0,44	FLI1	Fli-1 proto-oncogene
-10486908,00	ABLIM1	actin binding LIM protein 1
-0,81	LAMB2	laminin subunit beta 2
-16652168,00	CAV2	caveolin 2
-1,00	TARP///TRGV9///TRGC2	TCR gamma alternate reading frame protein///T cell receptor gamma variable 9///T cell receptor gamma constant 2
-0,46	SIDT2	SID1 transmembrane family member 2
-0,86	TLE4	transducin like enhancer of split 4
-0,55	KAT6A	lysine acetyltransferase 6A
-0,57	GYPC	glycophorin C (Gerbich blood group)
-0,49	DUSP3	dual specificity phosphatase 3
-0,52	SCN7A	sodium voltage-gated channel alpha subunit 7
-0,45	NLRP1	NLR family pyrin domain containing 1
-0,69	LEPROT///LEPR	leptin receptor overlapping transcript///leptin receptor
-0,69	CYBRD1	cytochrome b reductase 1
-0,70	RTN1	reticulon 1
-13458172,00	BMP2	bone morphogenetic protein 2
-0,32	C8orf60	chromosome 8 open reading frame 60
-0,68	FOXN3	forkhead box N3
-0,38	LOC101930591///FAM21A///FAM21C	uncharacterized LOC101930591///family with sequence similarity 21 member A///family with sequence similarity 21 member C
-0,52	GPRIN2	G protein regulated inducer of neurite outgrowth 2
-0,90	CYB5A	cytochrome b5 type A
-0,34	SCARF1	scavenger receptor class F member 1
-0,49	VAMP2	vesicle associated membrane protein 2
-0,48	IQSEC1	IQ motif and Sec7 domain 1
-0,97	MMP19	matrix metallopeptidase 19
-0,40	TRAK1	trafficking kinesin protein 1
-22528727,00	FOSB	FosB proto-oncogene
-0,65	FLT1	fms related tyrosine kinase 1
-0,87	SLC35A1	solute carrier family 35 member A1
-0,66	LEPROT///LEPR	leptin receptor overlapping transcript///leptin receptor
-1742811,00	SFTPB	surfactant protein B
-0,44	JMJD7///JMJD7-PLA2G4B	jumonji domain containing 7///JMJD7-PLA2G4B readthrough
-0,91	RUNX1T1	RUNX1 translocation partner 1
-0,51	TNS1	tensin 1
-0,61	MITF	melanogenesis associated transcription factor
-0,92	ITPR1	inositol 1
-0,90	RUNX1T1	RUNX1 translocation partner 1
-0,65	TRHDE	thyrotropin releasing hormone degrading enzyme
-0,84	MFAP3L	microfibrillar associated protein 3 like
-0,82	LOC100507577///LONP2///SIAH1	uncharacterized LOC100507577///lon peptidase 2
-0,70	SATB1	SATB homeobox 1
-11943918,00	DCN	decorin
-1613396,00	FLRT3	fibronectin leucine rich transmembrane protein 3
-0,76	SLC15A3	solute carrier family 15 member 3
-0,75	VASH1	vasohibin 1
-0,64	RGL1	ral guanine nucleotide dissociation stimulator like 1
-0,93	RETN	resistin
-11371419,00	CEBPD	CCAAT/enhancer binding protein delta
-0,61	BICD2	BICD cargo adaptor 2
-0,94	TJP2	tight junction protein 2
-0,66	ARHGAP25	Rho GTPase activating protein 25
-0,62	MYO1F	myosin IF
-12560335,00	RGS5	regulator of G-protein signaling 5
-0,73	TSPAN4	tetraspanin 4
-0,83	SCN1A	sodium voltage-gated channel alpha subunit 1
-11313379,00	ACP5	acid phosphatase 5
-0,57	PHF2	PHD finger protein 2
-0,43	PKNOX2	PBX/knotted 1 homeobox 2
-10194328,00	MAOA	monoamine oxidase A
-0,62	TBX2	T-box 2
-0,90	SGK1	serum/glucocorticoid regulated kinase 1
-0,87	AKAP13	A-kinase anchoring protein 13
-0,66	ABLIM3	actin binding LIM protein family member 3
-0,51	MSRB2	methionine sulfoxide reductase B2
-0,82	TSC22D1	TSC22 domain family member 1
-0,60	MAN1C1	mannosidase alpha class 1C member 1
-0,47	MECP2	methyl-CpG binding protein 2
-0,48	PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
-0,98	SLC39A8	solute carrier family 39 member 8
-0,55	PIK3IP1	phosphoinositide-3-kinase interacting protein 1
-11500863,00	ZFP36	ZFP36 ring finger protein
-0,86	CYB5A	cytochrome b5 type A
-0,63	MPDZ	multiple PDZ domain crumbs cell polarity complex component
-0,55	MAP4	microtubule associated protein 4
-10054983,00	PHACTR2	phosphatase and actin regulator 2
-13545077,00	CPA3	carboxypeptidase A3
-0,67	NEK3	NIMA related kinase 3
-11477381,00	FGFR2	fibroblast growth factor receptor 2
-0,56	TMOD1	tropomodulin 1
-11372303,00	ANXA8L1///ANXA8	annexin A8-like 1///annexin A8
-0,75	PXDC1	PX domain containing 1
-10742165,00	PTN	pleiotrophin
-0,55	TSPAN9	tetraspanin 9
-0,62	FAM208A	family with sequence similarity 208 member A
-0,62	ARHGAP25	Rho GTPase activating protein 25
-0,93	SEPT10	septin 10
-0,71	VIM	vimentin
-0,49	WASF2	WAS protein family member 2
-0,46	MTMR9	myotubularin related protein 9
-0,61	CIRBP	cold inducible RNA binding protein
-0,78	CAPN3	calpain 3
-0,84	NACC2	NACC family member 2
-0,86	RDX	radixin
-0,61	RIN3	Ras and Rab interactor 3
-10098623,00	KCTD12	potassium channel tetramerization domain containing 12
-10277493,00	HPCAL1	hippocalcin like 1
-0,45	PTPRD	protein tyrosine phosphatase
-0,40	INPP5K	inositol polyphosphate-5-phosphatase K
-0,60	SLC11A1	solute carrier family 11 member 1
-15041141,00	NTRK2	neurotrophic receptor tyrosine kinase 2
-0,72	NPDC1	neural proliferation
-0,82	RFTN1	raftlin
-0,73	REV3L	REV3 like
-0,27	THRA	thyroid hormone receptor
-0,65	KAT6B	lysine acetyltransferase 6B
-0,50	CYLD	CYLD lysine 63 deubiquitinase
-11683274,00	PROS1	protein S (alpha)
-0,96	TCEAL2	transcription elongation factor A like 2
-11889396,00	GADD45B	growth arrest and DNA damage inducible beta
-0,76	FAM13B	family with sequence similarity 13 member B
-0,71	CD83	CD83 molecule
-0,46	BICD2	BICD cargo adaptor 2
-0,65	ITPKB	inositol-trisphosphate 3-kinase B
-0,72	SULT1A2	sulfotransferase family 1A member 2
-0,51	PAPSS1	3'-phosphoadenosine 5'-phosphosulfate synthase 1
-0,59	EIF5	eukaryotic translation initiation factor 5
-0,48	NCOA4	nuclear receptor coactivator 4
-0,46	TEX14	testis expressed 14
-0,35	PTGIR	prostaglandin I2 (prostacyclin) receptor (IP)
-0,50	AAMDC	adipogenesis associated Mth938 domain containing
-0,98	EPAS1	endothelial PAS domain protein 1
-0,49	MAP4	microtubule associated protein 4
-1348147,00	MYH10	myosin
-0,64	FNBP1	formin binding protein 1
-0,91	TARP///TRGV9///TRGC2	TCR gamma alternate reading frame protein///T cell receptor gamma variable 9///T cell receptor gamma constant 2
-12713818,00	BMP2	bone morphogenetic protein 2
-0,76	HBG2///HBG1	hemoglobin subunit gamma 2///hemoglobin subunit gamma 1
