"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","cell motility","GO:0048870","false","3.7027283903844477e-10","9.431478143981755","1793","182","49","21026","FAM107A,EDNRB,CDH5,AGER,TEK,JAM2,PECAM1,STARD13,GPM6A,DUOX1,FOXF1,AGTR1,LDB2,TGFBR3,CLDN5,FZD4,CAV1,SASH1,ADARB1,SPOCK2,S1PR1,SLIT2,TNS1,FGFR4,MMRN2,TIE1,PPM1F,RGCC,SEMA5A,EMP2,LYVE1,MACF1,CD34,PTPRB,ENG,HOXA5,GATA2,VSTM4,DOCK4,DLC1,ANGPT1,KLF4,DACH1,KANK2,TGFBR2,ABHD6,LIMCH1,SELP,SEMA3G"
"GO:BP","positive regulation of cellular process","GO:0048522","false","4.4573979702244406e-10","9.350918589033292","5920","182","98","21026","FAM107A,CD36,GRK5,EDNRB,CDH5,AGER,NPR1,TEK,TCF21,JAM2,PECAM1,GPM6A,DUOX1,VWF,FABP4,FOXF1,AGTR1,LDB2,TAL1,RAMP2,RASIP1,ACADL,TGFBR3,CLDN5,EPAS1,FZD4,CAV1,SASH1,LRRN3,SPOCK2,S1PR1,TACC1,SLIT2,FGFR4,ASPA,FHL5,SVEP1,LIMS2,PPM1F,ACACB,FCN3,FXYD1,CAT,RGCC,TBX2,SEMA5A,FEZ1,SPTBN1,NOTCH4,HEG1,EMP2,ADIRF,LYVE1,MFNG,SESN1,RAMP3,CAV2,KLF2,TMEM100,ARHGEF15,MACF1,CD34,ERG,LRRC32,LPL,ENG,HOXA5,QKI,SRPX,GATA2,ARRB1,WFS1,DOCK4,LMO2,KL,DLC1,GATA6,ANGPT1,TBX3,KLF4,ADRB2,PID1,ZBTB16,PTPRD,CPB2,GHR,WIF1,AHNAK,GAB2,TGFBR2,VIPR1,ABHD6,TRPV2,LIMCH1,HBB,SELP,SEMA3G,ID4"
"GO:BP","biological regulation","GO:0065007","false","6.06237213910542e-10","9.217357407955296","12743","182","155","21026","FAM107A,CD36,GRK5,EDNRB,CDH5,AGER,NPR1,TEK,TCF21,JAM2,PECAM1,STARD13,GPM6A,DUOX1,VWF,FHL1,FABP4,ADH1B,FOXF1,AGTR1,LDB2,ABCA8,TAL1,RAMP2,RASIP1,ACADL,TGFBR3,CLDN5,KCNK3,EPAS1,FZD4,CAV1,SASH1,ADARB1,LRRN3,SPOCK2,S1PR1,TACC1,GPM6B,SLIT2,ARHGAP6,ADAMTS8,FGFR4,STXBP6,SLIT3,FXYD6,ASPA,FHL5,MMRN2,SVEP1,TIE1,ZNF106,LIMS2,EMCN,PPM1F,ACACB,FCN3,FXYD1,CLDN18,GJA4,CAT,RGCC,TBX2,SEMA5A,TNNC1,FEZ1,SPTBN1,CRYAB,NOTCH4,STX12,HEG1,EMP2,ARAP3,ADIRF,ITM2A,LYVE1,UPK3B,MFNG,SESN1,MFAP4,RAMP3,CAV2,KLF2,PKNOX2,KCNJ8,TMEM100,ARHGEF15,MACF1,PIP5K1B,CD34,ERG,LRRC32,ADGRL2,TMEM204,LPL,COX7A1,KANK3,ENG,FBLN5,CHRDL1,CFD,HOXA5,FMO2,QKI,DENND3,TTC28,THBD,SRPX,GATA2,ARRB1,VSTM4,CDO1,WFS1,DOCK4,ARHGEF6,LMO2,KL,DLC1,GATA6,ANGPT1,TBX3,OLFML1,FRY,KLF4,P3H2,DNASE1L3,DACH1,BCHE,SOSTDC1,ADRB2,DPYSL2,CTNNAL1,PID1,ZBTB16,INPP5A,SPARCL1,PTPRD,CPB2,GHR,WIF1,AHNAK,GAB2,KANK2,SPTAN1,TGFBR2,VIPR1,ABHD6,TRPV2,LIMCH1,HBB,SELP,WFDC1,SEMA3G,PCDH17,ID4"
"GO:BP","blood circulation","GO:0008015","false","9.3868198504356e-10","9.027481516928274","518","182","26","21026","EDNRB,CDH5,AGER,NPR1,TEK,AGTR1,RAMP2,CLDN5,EPAS1,CAV1,SLIT2,SVEP1,FXYD1,TBX2,TNNC1,EMP2,KLF2,KCNJ8,ENG,VSTM4,DOCK4,KL,GATA6,ANGPT1,ADRB2,HBB"
"GO:BP","regulation of developmental process","GO:0050793","false","2.149371671137422e-9","8.667688479451657","2457","182","57","21026","CD36,EDNRB,CDH5,AGER,NPR1,TEK,JAM2,AGTR1,TAL1,RAMP2,TGFBR3,CLDN5,FZD4,CAV1,SASH1,LRRN3,SPOCK2,S1PR1,GPM6B,SLIT2,ASPA,MMRN2,TIE1,ACACB,CLDN18,RGCC,TBX2,SEMA5A,NOTCH4,EMP2,ADIRF,KLF2,TMEM100,ARHGEF15,MACF1,CD34,LPL,ENG,HOXA5,QKI,GATA2,KL,DLC1,GATA6,TBX3,KLF4,SOSTDC1,ADRB2,PID1,ZBTB16,PTPRD,GHR,WIF1,TGFBR2,TRPV2,SEMA3G,ID4"
"GO:BP","regulation of angiogenesis","GO:0045765","false","2.1534654005250188e-9","8.666862101603622","293","182","20","21026","CD36,CDH5,NPR1,TEK,RAMP2,CLDN5,SASH1,TIE1,RGCC,SEMA5A,EMP2,KLF2,CD34,ENG,HOXA5,QKI,GATA2,GATA6,KLF4,TGFBR2"
"GO:BP","regulation of cell population proliferation","GO:0042127","false","2.5981640550275125e-9","8.585333429882033","1685","182","46","21026","GRK5,EDNRB,CDH5,AGER,NPR1,TEK,FOXF1,AGTR1,TAL1,TGFBR3,CLDN5,CAV1,ADARB1,S1PR1,ADAMTS8,FGFR4,SLIT3,MMRN2,TIE1,LIMS2,RGCC,TBX2,SEMA5A,EMP2,CAV2,LRRC32,ENG,HOXA5,SRPX,GATA2,DLC1,GATA6,ANGPT1,TBX3,KLF4,P3H2,DACH1,BCHE,PID1,ZBTB16,CPB2,GAB2,KANK2,TGFBR2,VIPR1,ID4"
"GO:BP","regulation of biological process","GO:0050789","false","2.7198822699976797e-9","8.565449893979373","12336","182","151","21026","FAM107A,CD36,GRK5,EDNRB,CDH5,AGER,NPR1,TEK,TCF21,JAM2,PECAM1,STARD13,GPM6A,DUOX1,VWF,FHL1,FABP4,FOXF1,AGTR1,LDB2,ABCA8,TAL1,RAMP2,RASIP1,ACADL,TGFBR3,CLDN5,KCNK3,EPAS1,FZD4,CAV1,SASH1,ADARB1,LRRN3,SPOCK2,S1PR1,TACC1,GPM6B,SLIT2,ARHGAP6,ADAMTS8,FGFR4,STXBP6,SLIT3,FXYD6,ASPA,FHL5,MMRN2,SVEP1,TIE1,ZNF106,LIMS2,EMCN,PPM1F,ACACB,FCN3,FXYD1,CLDN18,GJA4,CAT,RGCC,TBX2,SEMA5A,TNNC1,FEZ1,SPTBN1,CRYAB,NOTCH4,HEG1,EMP2,ARAP3,ADIRF,ITM2A,LYVE1,UPK3B,MFNG,SESN1,MFAP4,RAMP3,CAV2,KLF2,PKNOX2,KCNJ8,TMEM100,ARHGEF15,MACF1,PIP5K1B,CD34,ERG,LRRC32,ADGRL2,TMEM204,LPL,COX7A1,KANK3,ENG,FBLN5,CHRDL1,CFD,HOXA5,FMO2,QKI,DENND3,TTC28,THBD,SRPX,GATA2,ARRB1,WFS1,DOCK4,ARHGEF6,LMO2,KL,DLC1,GATA6,ANGPT1,TBX3,OLFML1,FRY,KLF4,P3H2,DNASE1L3,DACH1,BCHE,SOSTDC1,ADRB2,DPYSL2,CTNNAL1,PID1,ZBTB16,INPP5A,SPARCL1,PTPRD,CPB2,GHR,WIF1,AHNAK,GAB2,KANK2,SPTAN1,TGFBR2,VIPR1,ABHD6,TRPV2,LIMCH1,HBB,SELP,WFDC1,SEMA3G,PCDH17,ID4"
"GO:BP","regulation of vasculature development","GO:1901342","false","3.1316190094308773e-9","8.504231079361993","299","182","20","21026","CD36,CDH5,NPR1,TEK,RAMP2,CLDN5,SASH1,TIE1,RGCC,SEMA5A,EMP2,KLF2,CD34,ENG,HOXA5,QKI,GATA2,GATA6,KLF4,TGFBR2"
"GO:BP","negative regulation of cellular process","GO:0048523","false","4.1285779737040834e-9","8.384199508759814","5629","182","93","21026","FAM107A,CD36,GRK5,EDNRB,CDH5,AGER,NPR1,TEK,TCF21,JAM2,STARD13,FHL1,FABP4,FOXF1,LDB2,TAL1,RAMP2,RASIP1,ACADL,TGFBR3,CLDN5,FZD4,CAV1,ADARB1,SPOCK2,S1PR1,GPM6B,SLIT2,ARHGAP6,ADAMTS8,STXBP6,SLIT3,MMRN2,TIE1,LIMS2,PPM1F,ACACB,FCN3,FXYD1,CLDN18,CAT,RGCC,TBX2,SEMA5A,FEZ1,SPTBN1,CRYAB,NOTCH4,HEG1,ITM2A,UPK3B,SESN1,CAV2,KLF2,ARHGEF15,CD34,LRRC32,KANK3,ENG,CHRDL1,HOXA5,FMO2,QKI,THBD,SRPX,GATA2,ARRB1,WFS1,DLC1,GATA6,ANGPT1,TBX3,FRY,KLF4,P3H2,DACH1,BCHE,SOSTDC1,ADRB2,PID1,ZBTB16,INPP5A,PTPRD,CPB2,WIF1,KANK2,SPTAN1,ABHD6,LIMCH1,WFDC1,SEMA3G,PCDH17,ID4"
"GO:BP","negative regulation of biological process","GO:0048519","false","4.5357223188401635e-9","8.343353541215425","5834","182","95","21026","FAM107A,CD36,GRK5,EDNRB,CDH5,AGER,NPR1,TEK,TCF21,JAM2,STARD13,FHL1,FABP4,FOXF1,LDB2,TAL1,RAMP2,RASIP1,ACADL,TGFBR3,CLDN5,FZD4,CAV1,ADARB1,SPOCK2,S1PR1,GPM6B,SLIT2,ARHGAP6,ADAMTS8,STXBP6,SLIT3,MMRN2,SVEP1,TIE1,LIMS2,PPM1F,ACACB,FCN3,FXYD1,CLDN18,CAT,RGCC,TBX2,SEMA5A,FEZ1,SPTBN1,CRYAB,NOTCH4,HEG1,ITM2A,UPK3B,SESN1,CAV2,KLF2,ARHGEF15,CD34,LRRC32,KANK3,ENG,CHRDL1,HOXA5,FMO2,QKI,THBD,SRPX,GATA2,ARRB1,WFS1,DOCK4,DLC1,GATA6,ANGPT1,TBX3,FRY,KLF4,P3H2,DACH1,BCHE,SOSTDC1,ADRB2,PID1,ZBTB16,INPP5A,PTPRD,CPB2,WIF1,KANK2,SPTAN1,ABHD6,LIMCH1,WFDC1,SEMA3G,PCDH17,ID4"
"GO:BP","vascular process in circulatory system","GO:0003018","false","5.42260416866056e-9","8.26579209640184","272","182","19","21026","CD36,EDNRB,CDH5,AGER,NPR1,TEK,AGTR1,RAMP2,CLDN5,CAV1,SLIT2,SVEP1,KLF2,KCNJ8,VSTM4,DOCK4,ANGPT1,ADRB2,HBB"
"GO:BP","cell differentiation","GO:0030154","false","5.835928045668385e-9","8.2338900713985","4437","182","80","21026","CD36,GRK5,EDNRB,CDH5,AGER,TEK,TCF21,JAM2,PECAM1,GPM6A,FHL1,FABP4,FOXF1,AGTR1,TAL1,RAMP2,RASIP1,TGFBR3,CLDN5,EPAS1,FZD4,CAV1,ADARB1,SPOCK2,S1PR1,GPM6B,SLIT2,SLIT3,ASPA,TIE1,CLDN18,CAT,RGCC,TBX2,SEMA5A,FEZ1,NOTCH4,HEG1,EMP2,ADIRF,ITM2A,MFNG,CAV2,KLF2,KCNJ8,TMEM100,MACF1,CD34,DIAPH2,TMEM204,LPL,PTPRB,ENG,CHRDL1,HOXA5,QKI,GATA2,PCDH12,SNRK,GATA6,ANGPT1,TBX3,FRY,KLF4,DNASE1L3,BCHE,SOSTDC1,ADRB2,DPYSL2,ZBTB16,PTPRD,GHR,WIF1,GAB2,TGFBR2,TRPV2,ANOS1,EML1,SEMA3G,ID4"
"GO:BP","cellular developmental process","GO:0048869","false","5.907345268064708e-9","8.228607645083786","4438","182","80","21026","CD36,GRK5,EDNRB,CDH5,AGER,TEK,TCF21,JAM2,PECAM1,GPM6A,FHL1,FABP4,FOXF1,AGTR1,TAL1,RAMP2,RASIP1,TGFBR3,CLDN5,EPAS1,FZD4,CAV1,ADARB1,SPOCK2,S1PR1,GPM6B,SLIT2,SLIT3,ASPA,TIE1,CLDN18,CAT,RGCC,TBX2,SEMA5A,FEZ1,NOTCH4,HEG1,EMP2,ADIRF,ITM2A,MFNG,CAV2,KLF2,KCNJ8,TMEM100,MACF1,CD34,DIAPH2,TMEM204,LPL,PTPRB,ENG,CHRDL1,HOXA5,QKI,GATA2,PCDH12,SNRK,GATA6,ANGPT1,TBX3,FRY,KLF4,DNASE1L3,BCHE,SOSTDC1,ADRB2,DPYSL2,ZBTB16,PTPRD,GHR,WIF1,GAB2,TGFBR2,TRPV2,ANOS1,EML1,SEMA3G,ID4"
"GO:BP","regulation of biological quality","GO:0065008","false","1.0743665966898787e-8","7.968847502851235","2947","182","62","21026","FAM107A,CD36,EDNRB,CDH5,AGER,NPR1,TEK,GPM6A,DUOX1,VWF,FHL1,ADH1B,AGTR1,RAMP2,RASIP1,CLDN5,KCNK3,EPAS1,FZD4,CAV1,LRRN3,SLIT2,SVEP1,FXYD1,SEMA5A,TNNC1,SPTBN1,CRYAB,STX12,HEG1,EMP2,KLF2,KCNJ8,ARHGEF15,MACF1,KANK3,ENG,CHRDL1,QKI,THBD,GATA2,VSTM4,CDO1,WFS1,DOCK4,KL,DLC1,ANGPT1,TBX3,BCHE,ADRB2,PID1,PTPRD,CPB2,GHR,KANK2,SPTAN1,ABHD6,TRPV2,HBB,SELP,SEMA3G"
"GO:BP","response to stimulus","GO:0050896","false","2.0739904666453846e-8","7.683193244230883","8999","182","123","21026","FAM107A,CD36,GRK5,EDNRB,CDH5,AGER,NPR1,TEK,TCF21,PECAM1,STARD13,GPM6A,DUOX1,VWF,FABP4,FOXF1,AGTR1,RAMP2,RASIP1,TGFBR3,CLDN5,KCNK3,EPAS1,FZD4,CAV1,SASH1,ADARB1,SPOCK2,S1PR1,SLIT2,AOC3,ARHGAP6,FGFR4,SLIT3,MMRN2,SVEP1,TIE1,ZNF106,LIMS2,PPM1F,ACACB,FCN3,CLDN18,GJA4,CAT,RGCC,TBX2,SEMA5A,TNNC1,FEZ1,SPTBN1,CRYAB,NOTCH4,HEG1,EMP2,ARAP3,GPX3,ITM2A,LYVE1,MFNG,SESN1,MFAP4,RAMP3,CAV2,KLF2,KCNJ8,TMEM100,ARHGEF15,MACF1,PIP5K1B,CD34,ERG,LRRC32,ADGRL2,TMEM204,LPL,ENG,FBLN5,CHRDL1,CFD,FMO2,DENND3,THBD,SRPX,GATA2,ARRB1,CDO1,WFS1,DOCK4,ARHGEF6,KL,DLC1,GATA6,ANGPT1,TBX3,OLFML1,KLF4,DNASE1L3,DACH1,BCHE,SOSTDC1,ADRB2,DPYSL2,CTNNAL1,PID1,INPP5A,SPARCL1,PTPRD,CPB2,GHR,WIF1,AHNAK,GAB2,KANK2,TGFBR2,VIPR1,ABHD6,TRPV2,ANOS1,HBB,SELP,WFDC1,SEMA3G"
"GO:BP","cell junction assembly","GO:0034329","false","2.306220788934727e-8","7.637099117324962","503","182","24","21026","FAM107A,CDH5,TEK,PECAM1,GPM6A,RAMP2,CLDN5,CAV1,LRRN3,SPOCK2,GPM6B,ARHGAP6,TNS1,PPM1F,CLDN18,GJA4,KCNJ8,ARHGEF15,MACF1,DOCK4,DLC1,PTPRD,LIMCH1,PCDH17"
"GO:BP","signaling","GO:0023052","false","2.829434892186096e-8","7.548300295116047","6515","182","100","21026","FAM107A,CD36,GRK5,EDNRB,CDH5,AGER,NPR1,TEK,TCF21,PECAM1,STARD13,DUOX1,VWF,FOXF1,AGTR1,RAMP2,RASIP1,TGFBR3,CLDN5,KCNK3,EPAS1,FZD4,CAV1,SASH1,ADARB1,S1PR1,SLIT2,ARHGAP6,FGFR4,SLIT3,MMRN2,SVEP1,TIE1,ZNF106,LIMS2,PPM1F,FCN3,CLDN18,GJA4,CAT,TBX2,SEMA5A,SPTBN1,CRYAB,NOTCH4,HEG1,EMP2,ARAP3,MFNG,SESN1,RAMP3,CAV2,KLF2,KCNJ8,TMEM100,ARHGEF15,MACF1,PIP5K1B,CD34,ERG,LRRC32,ADGRL2,TMEM204,LPL,ENG,CHRDL1,HOXA5,DENND3,SRPX,GATA2,ARRB1,WFS1,DOCK4,ARHGEF6,KL,DLC1,GATA6,ANGPT1,TBX3,OLFML1,KLF4,BCHE,SOSTDC1,ADRB2,DPYSL2,CTNNAL1,PID1,INPP5A,SPARCL1,PTPRD,GHR,WIF1,GAB2,KANK2,TGFBR2,VIPR1,ABHD6,SELP,SEMA3G,PCDH17"
"GO:BP","heart morphogenesis","GO:0003007","false","3.542379216929684e-8","7.450704948791218","266","182","18","21026","TEK,FOXF1,TGFBR3,CLDN5,S1PR1,SLIT2,SLIT3,TBX2,TNNC1,HEG1,EMP2,KCNJ8,TMEM100,ENG,DLC1,GATA6,TBX3,TGFBR2"
"GO:BP","cell communication","GO:0007154","false","3.622958852023647e-8","7.440936598463546","6540","182","100","21026","FAM107A,CD36,GRK5,EDNRB,CDH5,AGER,NPR1,TEK,TCF21,PECAM1,STARD13,DUOX1,VWF,FOXF1,AGTR1,RAMP2,RASIP1,TGFBR3,CLDN5,KCNK3,EPAS1,FZD4,CAV1,SASH1,ADARB1,S1PR1,SLIT2,ARHGAP6,FGFR4,SLIT3,MMRN2,SVEP1,TIE1,ZNF106,LIMS2,PPM1F,FCN3,CLDN18,GJA4,CAT,TBX2,SEMA5A,SPTBN1,CRYAB,NOTCH4,HEG1,EMP2,ARAP3,MFNG,SESN1,RAMP3,CAV2,KLF2,KCNJ8,TMEM100,ARHGEF15,MACF1,PIP5K1B,CD34,ERG,LRRC32,ADGRL2,TMEM204,LPL,ENG,CHRDL1,HOXA5,DENND3,SRPX,GATA2,ARRB1,WFS1,DOCK4,ARHGEF6,KL,DLC1,GATA6,ANGPT1,TBX3,OLFML1,KLF4,BCHE,SOSTDC1,ADRB2,DPYSL2,CTNNAL1,PID1,INPP5A,SPARCL1,PTPRD,GHR,WIF1,GAB2,KANK2,TGFBR2,VIPR1,ABHD6,SELP,SEMA3G,PCDH17"
"GO:BP","regulation of cellular process","GO:0050794","false","3.633191716040331e-8","7.439711684707721","11946","182","146","21026","FAM107A,CD36,GRK5,EDNRB,CDH5,AGER,NPR1,TEK,TCF21,JAM2,PECAM1,STARD13,GPM6A,DUOX1,VWF,FHL1,FABP4,FOXF1,AGTR1,LDB2,TAL1,RAMP2,RASIP1,ACADL,TGFBR3,CLDN5,EPAS1,FZD4,CAV1,SASH1,ADARB1,LRRN3,SPOCK2,S1PR1,TACC1,GPM6B,SLIT2,ARHGAP6,ADAMTS8,FGFR4,STXBP6,SLIT3,ASPA,FHL5,MMRN2,SVEP1,TIE1,ZNF106,LIMS2,EMCN,PPM1F,ACACB,FCN3,FXYD1,CLDN18,CAT,RGCC,TBX2,SEMA5A,TNNC1,FEZ1,SPTBN1,CRYAB,NOTCH4,HEG1,EMP2,ARAP3,ADIRF,ITM2A,LYVE1,UPK3B,MFNG,SESN1,MFAP4,RAMP3,CAV2,KLF2,PKNOX2,KCNJ8,TMEM100,ARHGEF15,MACF1,PIP5K1B,CD34,ERG,LRRC32,ADGRL2,TMEM204,LPL,COX7A1,KANK3,ENG,FBLN5,CHRDL1,HOXA5,FMO2,QKI,DENND3,TTC28,THBD,SRPX,GATA2,ARRB1,WFS1,DOCK4,ARHGEF6,LMO2,KL,DLC1,GATA6,ANGPT1,TBX3,OLFML1,FRY,KLF4,P3H2,DNASE1L3,DACH1,BCHE,SOSTDC1,ADRB2,DPYSL2,CTNNAL1,PID1,ZBTB16,INPP5A,SPARCL1,PTPRD,CPB2,GHR,WIF1,AHNAK,GAB2,KANK2,SPTAN1,TGFBR2,VIPR1,ABHD6,TRPV2,LIMCH1,HBB,SELP,WFDC1,SEMA3G,PCDH17,ID4"
"GO:BP","response to endogenous stimulus","GO:0009719","false","4.438647686337852e-8","7.35274932533995","1489","182","41","21026","FAM107A,CD36,EDNRB,CDH5,TEK,TCF21,AGTR1,RAMP2,TGFBR3,CLDN5,FZD4,CAV1,SLIT2,FGFR4,SLIT3,MMRN2,ZNF106,CLDN18,CAT,TBX2,FEZ1,RAMP3,CAV2,KLF2,KCNJ8,TMEM100,LRRC32,TMEM204,LPL,ENG,CHRDL1,CDO1,KL,GATA6,KLF4,BCHE,SOSTDC1,PID1,GHR,KANK2,TGFBR2"
"GO:BP","regulation of anatomical structure morphogenesis","GO:0022603","false","5.59488002521947e-8","7.252209221904854","831","182","30","21026","CD36,CDH5,NPR1,TEK,RAMP2,CLDN5,FZD4,SASH1,SLIT2,MMRN2,TIE1,RGCC,TBX2,SEMA5A,EMP2,KLF2,MACF1,CD34,ENG,HOXA5,QKI,GATA2,DLC1,GATA6,KLF4,PID1,PTPRD,TGFBR2,TRPV2,SEMA3G"
"GO:BP","regulation of cellular component biogenesis","GO:0044087","false","7.283888338336738e-8","7.137636720539926","1011","182","33","21026","FAM107A,CD36,CDH5,TEK,GPM6A,LDB2,TAL1,RASIP1,TGFBR3,CLDN5,CAV1,LRRN3,S1PR1,GPM6B,SLIT2,ARHGAP6,STXBP6,TIE1,PPM1F,RGCC,FEZ1,SPTBN1,CRYAB,ARHGEF15,MACF1,KANK3,DOCK4,DLC1,PTPRD,KANK2,SPTAN1,LIMCH1,SELP"
"GO:BP","cell-substrate adhesion","GO:0031589","false","7.471158055652195e-8","7.126612075801876","356","182","20","21026","FAM107A,CD36,TEK,VWF,FOXF1,FZD4,SPOCK2,GPM6B,ARHGAP6,SVEP1,LIMS2,PPM1F,EMP2,LYVE1,MACF1,CD34,FBLN5,DLC1,ANGPT1,LIMCH1"
"GO:BP","regulation of signal transduction","GO:0009966","false","1.1762051945696642e-7","6.929516906920073","3034","182","61","21026","CD36,GRK5,EDNRB,CDH5,AGER,NPR1,TEK,TCF21,STARD13,VWF,RAMP2,RASIP1,TGFBR3,FZD4,CAV1,SASH1,SLIT2,ARHGAP6,FGFR4,SLIT3,MMRN2,LIMS2,CLDN18,CAT,SEMA5A,SPTBN1,HEG1,EMP2,MFNG,SESN1,RAMP3,CAV2,KLF2,TMEM100,ARHGEF15,MACF1,PIP5K1B,TMEM204,ENG,CHRDL1,DENND3,SRPX,GATA2,ARRB1,WFS1,KL,DLC1,GATA6,ANGPT1,KLF4,SOSTDC1,ADRB2,PID1,INPP5A,PTPRD,GHR,WIF1,KANK2,TGFBR2,ABHD6,SELP"
"GO:BP","positive regulation of cell differentiation","GO:0045597","false","2.1926277493108445e-7","6.659035093877774","879","182","30","21026","CD36,CDH5,AGER,AGTR1,TAL1,RAMP2,CLDN5,FZD4,SLIT2,ASPA,RGCC,SEMA5A,NOTCH4,EMP2,ADIRF,TMEM100,MACF1,CD34,LPL,ENG,HOXA5,QKI,GATA2,ZBTB16,PTPRD,GHR,WIF1,TGFBR2,TRPV2,ID4"
"GO:BP","multicellular organismal-level homeostasis","GO:0048871","false","2.3357116914483197e-7","6.63158076538689","825","182","29","21026","CD36,EDNRB,CDH5,JAM2,PECAM1,FABP4,LDB2,TAL1,ACADL,TGFBR3,CLDN5,EPAS1,CAV1,S1PR1,EMCN,ACACB,CLDN18,KLF2,CD34,HOXA5,FMO2,QKI,GATA2,VSTM4,WFS1,ANGPT1,ADRB2,ABHD6,TRPV2"
"GO:BP","sprouting angiogenesis","GO:0002040","false","2.422741824023616e-7","6.615692863359761","132","182","13","21026","TEK,STARD13,AGTR1,RAMP2,TGFBR3,SLIT2,MMRN2,SEMA5A,KLF2,GATA2,VSTM4,ANGPT1,KLF4"
"GO:BP","cell junction organization","GO:0034330","false","3.012842581987062e-7","6.521023559186371","834","182","29","21026","FAM107A,CDH5,TEK,PECAM1,GPM6A,RAMP2,CLDN5,CAV1,LRRN3,SPOCK2,GPM6B,ARHGAP6,TNS1,SVEP1,LIMS2,PPM1F,CLDN18,GJA4,HEG1,KCNJ8,ARHGEF15,MACF1,CHRDL1,DOCK4,DLC1,SPARCL1,PTPRD,LIMCH1,PCDH17"
"GO:BP","smooth muscle cell differentiation","GO:0051145","true","4.045624288418622e-7","6.393014452025671","65","182","10","21026","EDNRB,FOXF1,RAMP2,TBX2,NOTCH4,TMEM204,ENG,QKI,GATA6,TBX3"
"GO:BP","endothelium development","GO:0003158","false","4.2425936893081795e-7","6.372368558367909","138","182","13","21026","EDNRB,CDH5,PECAM1,STARD13,CLDN5,FZD4,S1PR1,TIE1,GJA4,NOTCH4,HEG1,TMEM100,CD34"
"GO:BP","regulation of cell adhesion","GO:0030155","false","4.711896101876561e-7","6.3268042943837655","794","182","28","21026","FAM107A,CD36,AGER,TEK,FOXF1,FZD4,CAV1,SPOCK2,S1PR1,GPM6B,ARHGAP6,LIMS2,EMCN,PPM1F,RGCC,SEMA5A,NOTCH4,EMP2,MACF1,LRRC32,ENG,DLC1,ANGPT1,KLF4,ZBTB16,TGFBR2,LIMCH1,SELP"
"GO:BP","regulation of signaling","GO:0023051","false","4.858113904292186e-7","6.313532306857846","3478","182","65","21026","FAM107A,CD36,GRK5,EDNRB,CDH5,AGER,NPR1,TEK,TCF21,STARD13,VWF,AGTR1,RAMP2,RASIP1,TGFBR3,FZD4,CAV1,SASH1,SLIT2,ARHGAP6,FGFR4,SLIT3,MMRN2,LIMS2,CLDN18,CAT,SEMA5A,SPTBN1,HEG1,EMP2,MFNG,SESN1,RAMP3,CAV2,KLF2,TMEM100,ARHGEF15,MACF1,PIP5K1B,TMEM204,ENG,CHRDL1,DENND3,SRPX,GATA2,ARRB1,WFS1,KL,DLC1,GATA6,ANGPT1,KLF4,BCHE,SOSTDC1,ADRB2,PID1,INPP5A,PTPRD,GHR,WIF1,KANK2,TGFBR2,ABHD6,SELP,PCDH17"
"GO:BP","epithelial cell proliferation","GO:0050673","false","5.031495446267947e-7","6.2983029160302175","441","182","21","21026","EDNRB,TEK,AGTR1,TGFBR3,CAV1,MMRN2,TIE1,LIMS2,CLDN18,RGCC,TBX2,SEMA5A,CAV2,CD34,ENG,HOXA5,GATA2,VSTM4,GATA6,DACH1,CPB2"
"GO:BP","signal transduction","GO:0007165","false","5.258002462459873e-7","6.279179214838161","6002","182","92","21026","CD36,GRK5,EDNRB,CDH5,AGER,NPR1,TEK,TCF21,PECAM1,STARD13,DUOX1,VWF,FOXF1,AGTR1,RAMP2,RASIP1,TGFBR3,CLDN5,EPAS1,FZD4,CAV1,SASH1,S1PR1,SLIT2,ARHGAP6,FGFR4,SLIT3,MMRN2,SVEP1,TIE1,ZNF106,LIMS2,PPM1F,FCN3,CLDN18,CAT,TBX2,SEMA5A,SPTBN1,CRYAB,NOTCH4,HEG1,EMP2,ARAP3,MFNG,SESN1,RAMP3,CAV2,KLF2,KCNJ8,TMEM100,ARHGEF15,MACF1,PIP5K1B,CD34,ERG,LRRC32,ADGRL2,TMEM204,LPL,ENG,CHRDL1,DENND3,SRPX,GATA2,ARRB1,WFS1,DOCK4,ARHGEF6,KL,DLC1,GATA6,ANGPT1,OLFML1,KLF4,SOSTDC1,ADRB2,DPYSL2,CTNNAL1,PID1,INPP5A,SPARCL1,PTPRD,GHR,WIF1,GAB2,KANK2,TGFBR2,VIPR1,ABHD6,SELP,SEMA3G"
